sample_id,vulnerabilities,patches
63dd94b83c0647426a8ca60b,"[{""from"": ""train/workflows/63dd94b83c0647426a8ca60b.yml:49"", ""to"": ""train/workflows/63dd94b83c0647426a8ca60b.yml:53"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `REF_BRANCH` into a `run:` shell command in the workflow (multi-step code injection).""}, {""from"": ""train/workflows/63dd94b83c0647426a8ca60b.yml:160"", ""to"": ""train/workflows/63dd94b83c0647426a8ca60b.yml:164"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `REF_BRANCH` into a `run:` shell command in the workflow (multi-step code injection).""}]","[{""file"": ""train/workflows/63dd94b83c0647426a8ca60b.yml"", ""patch_file"": ""train/patches/63dd94b83c0647426a8ca60b.patch"", ""explanation"": ""Hardened all 4 tainted run: sinks (lines 53, 69, 164, 168) that derive from the untrusted github.event.pull_request.head.ref. The taint chain: env.REF_BRANCH = ${{ github.event.pull_request.head.ref }} (untrusted) is interpolated directly into a run: shell on line 53/164 and also written to SOURCE_BRANCH via $GITHUB_ENV, which is then re-interpolated on line 69/168. Both values are already environment variables (REF_BRANCH via the step env:, SOURCE_BRANCH via $GITHUB_ENV from the prior step), so each tainted ${{ env.* }} interpolation was replaced directly with a quoted shell variable reference, with no extra env entries added: ${{ env.REF_BRANCH }} -> \""$REF_BRANCH\"" in the two 'Extract branch name on pull request' steps, and ${{ env.SOURCE_BRANCH }} -> $SOURCE_BRANCH in the 'Print debug data before testing'/'Print debug data before publishing' steps. Trusted expressions (github.base_ref via BASE_REF_BRANCH/DESTINATION_BRANCH, github.event.repository.name, github.event_name, env.RELEASE_*, secrets.*) were left byte-identical. No steps were deleted; all logic preserved.""}]"
63c495f07843b61269a0af7b,[],[]
63c495f17843b61269a0afd6,[],[]
63c4966c33b087f6bde2be13,[],[]
63c4967033b087f6bde2c02e,[],[]
63dd94c380aa29a6fd487014,"[{""from"": ""train/workflows/63dd94c380aa29a6fd487014.yml:31"", ""to"": ""train/workflows/63dd94c380aa29a6fd487014.yml:31"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94c380aa29a6fd487014.yml:33"", ""to"": ""train/workflows/63dd94c380aa29a6fd487014.yml:33"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94c380aa29a6fd487014.yml:110"", ""to"": ""train/workflows/63dd94c380aa29a6fd487014.yml:110"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command in the workflow (single-component code injection).""}]","[{""file"": ""train/workflows/63dd94c380aa29a6fd487014.yml"", ""patch_file"": ""train/patches/63dd94c380aa29a6fd487014.patch"", ""explanation"": ""Hardening of the untrusted github.head_ref taint in the build job, scoped by if-condition. github.head_ref is a raw context expression, so it was wrapped into a step env: var HEAD_REF and referenced as $HEAD_REF in the three run: sinks that interpolate it directly: 'Reset Branch on Pull Request' (line 31), the build-job 'Look at key environment variables' (line 33), and the build-standalone 'Look at key environment variables' (line 110). On a pull_request the 'Reset Branch on Pull Request' step writes head_ref into current_branch via $GITHUB_ENV, so the build-job steps that can run on a pull_request and re-interpolate ${{ env.current_branch }} are tainted; these were replaced with the shell variable $current_branch: the build-job debug echo BANCH field (line 33), 'Run a CVMFS Docker image' (line 40) and 'Commit the changes' (line 42). The PR-only 'Run the container and perform an integration test' step references its existing step env var \""$integration_test_image\"" (whose value embeds current_branch) instead of interpolating ${{ env.integration_test_image }} in the shell (line 62). Left as trusted and byte-identical: the push-only 'Publish the new docker image' step (line 48, if github.event_name != 'pull_request'), the workflow-level current_branch env default (line 11), and the integration-test and build-standalone jobs' ${{ env.current_branch }} uses (those jobs run only on non-pull_request events and derive current_branch from trusted github.ref). All other trusted expressions (github.ref, github.base_ref, github.actor, github.repository, github.sha, secrets.*) are unchanged; no steps added or removed.""}]"
63c496b9b008460c1df163f7,[],[]
63c496ba1e3364807577c84f,[],[]
63c496c61e3364807577ccf6,[],[]
63c496c71842bc13d775f6db,[],[]
63dd94da045fe2c0b7162a7f,"[{""from"": ""train/workflows/63dd94da045fe2c0b7162a7f.yml:39"", ""to"": ""train/workflows/63dd94da045fe2c0b7162a7f.yml:43"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `REF_BRANCH` into a `run:` shell command in the workflow (multi-step code injection).""}, {""from"": ""train/workflows/63dd94da045fe2c0b7162a7f.yml:217"", ""to"": ""train/workflows/63dd94da045fe2c0b7162a7f.yml:221"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `REF_BRANCH` into a `run:` shell command in the workflow (multi-step code injection).""}]","[{""file"": ""train/workflows/63dd94da045fe2c0b7162a7f.yml"", ""patch_file"": ""train/patches/63dd94da045fe2c0b7162a7f.patch"", ""explanation"": ""Neutralized all 5 tainted run: interpolations of untrusted-derived values (env.REF_BRANCH / env.SOURCE_BRANCH, both transitively from github.event.pull_request.head.ref). REF_BRANCH and SOURCE_BRANCH are both already environment variables (REF_BRANCH via the step env:, SOURCE_BRANCH via $GITHUB_ENV from the 'Extract branch name on pull request' step), so each tainted ${{ env.* }} interpolation was replaced with a direct quoted shell variable reference rather than a copy: ${{ env.REF_BRANCH }} -> \""$REF_BRANCH\"" in the two 'Extract branch name on pull request' steps; ${{ env.SOURCE_BRANCH }} -> $SOURCE_BRANCH in the two 'Print debug data' steps; and the no-op self-assignment SOURCE_BRANCH=${{ env.SOURCE_BRANCH }} in 'Inspecting & organizing artifacts' (which merely re-read the same-named env var into a shell var) was deleted, since $SOURCE_BRANCH is already in scope downstream. Trusted expressions (github.base_ref via env.BASE_REF_BRANCH, github.event.repository.name, github.event_name, env vars derived only from GITHUB_REF, secrets, etc.) were left byte-identical. No steps removed; all logic preserved. Taint gate reports count: 0.""}]"
63c496e2b008460c1df175d9,[],[]
63c496f31899db58864d653c,[],[]
63c496fbcbc73931bb17d6f0,[],[]
63c497076fc19abdf9c9fdbc,[],[]
63dd94e580aa29a6fd487449,"[{""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:579"", ""to"": ""train/reusable_workflows/quarkusio/quarkus-super-heroes/cffc2ec835dc/.github/workflows/create-deploy-resources.yml:31"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` flows through `branch` into a `run:` shell command inside the reusable workflow `quarkusio/quarkus-super-heroes/.github/workflows/create-deploy-resources.yml@cffc2ec835dcec327cc0033ffdb547a50f543f8e`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:46"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:46"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:134"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:134"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:194"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:194"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:269"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:269"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:360"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:360"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:437"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:437"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd94e580aa29a6fd487449.yml:517"", ""to"": ""train/workflows/63dd94e580aa29a6fd487449.yml:517"", ""explanation"": ""Untrusted `github.event.workflow_run.head_branch` is used directly in a `run:` shell command in the workflow (single-component code injection).""}]","[{""file"": ""train/workflows/63dd94e580aa29a6fd487449.yml"", ""patch_file"": ""train/patches/63dd94e580aa29a6fd487449.patch"", ""explanation"": ""Neutralized all 30 tainted run: interpolations rooted in the untrusted github.event.workflow_run.head_branch (controllable on the workflow_run trigger) and its downstream re-consumption through $GITHUB_ENV (BRANCH -> CONTAINER_TAG / ADDITIONAL_TAG / APP_VERSION). github.event.workflow_run.head_branch is a raw context expression, so it was wrapped into a new step env: var HEAD_BRANCH and referenced as $HEAD_BRANCH in the 'Calculate Branch (workflow_run event)' steps. BRANCH, ADDITIONAL_TAG, CONTAINER_TAG and APP_VERSION are all already environment variables (written via $GITHUB_ENV), so their tainted ${{ env.* }} interpolations were replaced with direct quoted shell variable references ($BRANCH, \""$ADDITIONAL_TAG\"", \""$CONTAINER_TAG\"", \""$APP_VERSION\"") with no redundant alias env vars added: in the 'Create container tag/env (other branch)' steps, 'Tag image', 'Tag native image (amd64)', 'Tag UI image', and the multi-arch manifest steps. Shell references were quoted to avoid introducing new shellcheck SC2086 findings; an embedded \\\""$ADDITIONAL_TAG\\\"" escape was used inside the one YAML double-quoted run: scalar ('Tag image'). All trusted expressions (github.sha, github.ref_name, head_commit.id, matrix.*, secrets.*, top-level env literals IMAGE_BASE_NAME/LATEST_IMAGE_TAG, env.BRANCH in if: conditions, and mvnw-derived APP_VERSION/CONTAINER_TAG in the non-tainted jobs such as build-jvm-images line 79) were left byte-identical. No steps were removed and all step logic preserved.""}, {""file"": ""train/reusable_workflows/quarkusio/quarkus-super-heroes/cffc2ec835dc/.github/workflows/create-deploy-resources.yml"", ""patch_file"": ""train/patches/63dd94e580aa29a6fd487449.patch"", ""explanation"": ""GT-labeled cross-component sink: the caller passes github.event.workflow_run.head_branch as the `branch` input, and the reusable workflow interpolated it into a shell at line 31 (echo \""BRANCH=${{ inputs.branch }}\"" >> $GITHUB_ENV). Moved inputs.branch into the step env: as INPUT_BRANCH and reference it as \""$INPUT_BRANCH\"". inputs.commit_id (a commit SHA) and the downstream env.BRANCH/env.REF (used only in with: inputs, not run: shells) are left unchanged.""}]"
63c497706fc19abdf9ca299d,[],[]
63c497746fc19abdf9ca2b07,[],[]
63c4977c1899db58864d9cfe,[],[]
63c497961e33648075782036,[],[]
63dd950c80aa29a6fd4877e2,"[{""from"": ""train/actions/guan-kevin/composite-action/2f0f899a6a8b/action.yml:40"", ""to"": ""train/actions/guan-kevin/composite-action/2f0f899a6a8b/action.yml:40"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `guan-kevin/composite-action@2f0f899a6a8bef107909a7383aa73a4f83ed241c`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/guan-kevin/hunting-ground/4f4aa10afefd/.github/setup_jdk/action.yml:42"", ""to"": ""train/actions/guan-kevin/hunting-ground/4f4aa10afefd/.github/setup_jdk/action.yml:42"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `guan-kevin/hunting-ground/.github/setup_jdk@4f4aa10afefdc3160f554064e130fdf7581d90e4`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/workflows/63dd950c80aa29a6fd4877e2.yml:21"", ""to"": ""train/workflows/63dd950c80aa29a6fd4877e2.yml:21"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command in the workflow (single-component code injection).""}, {""from"": ""train/workflows/63dd950c80aa29a6fd4877e2.yml:52"", ""to"": ""train/workflows/63dd950c80aa29a6fd4877e2.yml:52"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command in the workflow (single-component code injection).""}]","[{""file"": ""train/actions/guan-kevin/composite-action/2f0f899a6a8b/action.yml"", ""patch_file"": ""train/patches/63dd950c80aa29a6fd4877e2.patch"", ""explanation"": ""The composite-action context-dump step (line 40) interpolated untrusted github.head_ref directly into its bash run script. Added a step-level env: HEAD_REF: ${{ github.head_ref }} and replaced the run usage with the shell variable $HEAD_REF, so the untrusted value is no longer evaluated as shell. All other github.* echoes (trusted contexts) left unchanged.""}, {""file"": ""train/actions/guan-kevin/hunting-ground/4f4aa10afefd/.github/setup_jdk/action.yml"", ""patch_file"": ""train/patches/63dd950c80aa29a6fd4877e2.patch"", ""explanation"": ""The setup_jdk composite-action context-dump step (line 42) interpolated untrusted github.head_ref into its bash run script. Added step-level env: HEAD_REF: ${{ github.head_ref }} and changed the run line to echo \""head_ref: $HEAD_REF\"". Trusted context echoes unchanged.""}, {""file"": ""train/workflows/63dd950c80aa29a6fd4877e2.yml"", ""patch_file"": ""train/patches/63dd950c80aa29a6fd4877e2.patch"", ""explanation"": ""Two run: steps (lines 21 and 52) echoed untrusted github.head_ref directly into bash. Each step now carries its own env: HEAD_REF: ${{ github.head_ref }} and the run lines use $HEAD_REF instead of the inline expression. All other context variables (github.ref, github.base_ref, etc.) are trusted and left byte-identical.""}]"
63c497b833b087f6bde343b6,[],[]
63c497c533b087f6bde3495d,[],[]
63c497d26fc19abdf9ca51d4,[],[]
63c497d41e336480757839a1,[],[]
63dd950d80aa29a6fd4877fb,"[{""from"": ""train/workflows/63dd950d80aa29a6fd4877fb.yml:31"", ""to"": ""train/workflows/63dd950d80aa29a6fd4877fb.yml:36"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `string` → `replaced` into a `run:` shell command in the workflow (multi-step code injection).""}, {""from"": ""train/workflows/63dd950d80aa29a6fd4877fb.yml:31"", ""to"": ""train/workflows/63dd950d80aa29a6fd4877fb.yml:37"", ""explanation"": ""Untrusted `github.event.pull_request.head.ref` flows through `string` → `replaced` into a `run:` shell command in the workflow (multi-step code injection).""}]","[{""file"": ""train/workflows/63dd950d80aa29a6fd4877fb.yml"", ""patch_file"": ""train/patches/63dd950d80aa29a6fd4877fb.patch"", ""explanation"": ""The untrusted github.event.pull_request.head.ref flows through the frabert/replace-string-action into steps.extract_branch.outputs.replaced, which was interpolated directly into the 'Delete Stack' run: shell on two lines. Added REPLACED_BRANCH: ${{ steps.extract_branch.outputs.replaced }} to the step's env: map and replaced both run: usages with the quoted shell variable \""$REPLACED_BRANCH-Application\"", so the tainted value is no longer parsed as shell. The trusted if: startsWith(github.event.pull_request.head.ref, 'feat/') condition was left byte-identical.""}]"
63c497d81e33648075783b0b,[],[]
63c497e433b087f6bde3553d,[],[]
63c497f6517fc08c1eeda67e,[],[]
63c4980c6fc19abdf9ca69bc,[],[]
63dd95583c0647426a8cb5dd,"[{""from"": ""train/actions/wayou/turn-issues-to-posts-action/f726de2eb177/action.yml:44"", ""to"": ""train/actions/wayou/turn-issues-to-posts-action/f726de2eb177/action.yml:44"", ""explanation"": ""Untrusted `github.event.issue.title` is used directly in a `run:` shell command inside the composite action `wayou/turn-issues-to-posts-action@f726de2eb1774398a20db79d3d4e90977cf8944c`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/workflows/63dd95583c0647426a8cb5dd.yml:16"", ""to"": ""train/actions/wayou/turn-issues-to-posts-action/f726de2eb177/action.yml:47"", ""explanation"": ""Untrusted `github.event.issue.title` flows through `title` into a `run:` shell command inside the composite action `wayou/turn-issues-to-posts-action@f726de2eb1774398a20db79d3d4e90977cf8944c`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/workflows/63dd95583c0647426a8cb5dd.yml:17"", ""to"": ""train/actions/wayou/turn-issues-to-posts-action/f726de2eb177/action.yml:50"", ""explanation"": ""Untrusted `github.event.issue.body` flows through `body` into a `run:` shell command inside the composite action `wayou/turn-issues-to-posts-action@f726de2eb1774398a20db79d3d4e90977cf8944c`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/wayou/turn-issues-to-posts-action/f726de2eb177/action.yml"", ""patch_file"": ""train/patches/63dd95583c0647426a8cb5dd.patch"", ""explanation"": ""The composite-action step `generate-markdown-file` had three untrusted interpolations reaching its `run:` shell: `${{ github.event.issue.title }}` directly in the output filename, plus `${{ inputs.title }}` and `${{ inputs.body }}` (which the workflow feeds from `github.event.issue.title`/`github.event.issue.body`) inside the heredoc body. All three are now bound to the step `env:` map as ISSUE_TITLE, INPUT_TITLE, and INPUT_BODY, and referenced in the script via shell variables (`${ISSUE_TITLE}`, `${INPUT_TITLE}`, `${INPUT_BODY}`). The untrusted values are no longer expanded into the shell command text by the Actions templating engine, eliminating the script-injection sink while preserving the step's behavior. Trusted expressions (inputs.created_at, inputs.dir, inputs.GITHUB_TOKEN, github.repository, inputs.actor, inputs.branch) are left unchanged.""}]"
63c4983733b087f6bde376af,[],[]
63c4983ccbc73931bb185a6e,[],[]
63c4983e1842bc13d7768f5f,[],[]
63c4987b1899db58864e03f2,[],[]
63dd95ba045fe2c0b7163bd9,"[{""from"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-centos/action.yml:165"", ""to"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-centos/action.yml:165"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `bytedeco/javacpp-presets/.github/actions/deploy-centos@1ca5630ffa2c17502c2c1312c6ab779bf7dd50ae`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-macosx/action.yml:84"", ""to"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-macosx/action.yml:84"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `bytedeco/javacpp-presets/.github/actions/deploy-macosx@1ca5630ffa2c17502c2c1312c6ab779bf7dd50ae`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-ubuntu/action.yml:178"", ""to"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-ubuntu/action.yml:178"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `bytedeco/javacpp-presets/.github/actions/deploy-ubuntu@1ca5630ffa2c17502c2c1312c6ab779bf7dd50ae`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-windows/action.yml:169"", ""to"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-windows/action.yml:169"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `bytedeco/javacpp-presets/.github/actions/deploy-windows@1ca5630ffa2c17502c2c1312c6ab779bf7dd50ae`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/redeploy/action.yml:42"", ""to"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/redeploy/action.yml:42"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `bytedeco/javacpp-presets/.github/actions/redeploy@1ca5630ffa2c17502c2c1312c6ab779bf7dd50ae`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-centos/action.yml"", ""patch_file"": ""train/patches/63dd95ba045fe2c0b7163bd9.patch"", ""explanation"": ""The untrusted github.event.head_commit.message is moved into the 'Install environment' step's env: map as HEAD_COMMIT_MESSAGE and the run: bash script now compares the quoted shell variable \""$HEAD_COMMIT_MESSAGE\"" instead of interpolating the expression directly, so attacker-controlled commit text can no longer break out of the [[ ]] test into shell command execution.""}, {""file"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-macosx/action.yml"", ""patch_file"": ""train/patches/63dd95ba045fe2c0b7163bd9.patch"", ""explanation"": ""github.event.head_commit.message is now bound to the step env var HEAD_COMMIT_MESSAGE and referenced as \""$HEAD_COMMIT_MESSAGE\"" inside the bash run: block, removing the direct ${{ }} interpolation into the shell so the value is treated as data, not code.""}, {""file"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-ubuntu/action.yml"", ""patch_file"": ""train/patches/63dd95ba045fe2c0b7163bd9.patch"", ""explanation"": ""The 'Install environment' step gains env: HEAD_COMMIT_MESSAGE: ${{ github.event.head_commit.message }} and the run: shell now uses the quoted \""$HEAD_COMMIT_MESSAGE\"", eliminating the script-injection sink while preserving the Release-prefix release detection logic.""}, {""file"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/deploy-windows/action.yml"", ""patch_file"": ""train/patches/63dd95ba045fe2c0b7163bd9.patch"", ""explanation"": ""cmd shell case: github.event.head_commit.message is moved to the step env: map as HEAD_COMMIT_MESSAGE and the run: cmd script reads it via the safe environment-variable reference (set \""MESSAGE=%HEAD_COMMIT_MESSAGE%\"") instead of interpolating ${{ }} directly into the batch script.""}, {""file"": ""train/actions/bytedeco/javacpp-presets/1ca5630ffa2c/.github/actions/redeploy/action.yml"", ""patch_file"": ""train/patches/63dd95ba045fe2c0b7163bd9.patch"", ""explanation"": ""The 'Downloading and uploading artifacts' step now carries env: HEAD_COMMIT_MESSAGE: ${{ github.event.head_commit.message }} and the run: bash guard uses the quoted \""$HEAD_COMMIT_MESSAGE\"" in its OR-chain test, so the untrusted commit message no longer reaches the shell as code.""}]"
63c498a2517fc08c1eedecdd,[],[]
63c498a51e33648075788e63,[],[]
63c498a61899db58864e1629,[],[]
63c498a66fc19abdf9caa935,[],[]
